mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_batch_size,param_beta_1,param_beta_2,param_hidden_layer_sizes,param_max_iter,param_n_iter_no_change,param_solver,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.0938705921173097,0.0293743663183842,0.0005056858062744,7.072638022514022e-06,relu,32,0.95,0.95,"(3, 5)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.95, 'beta_2': 0.95, 'hidden_layer_sizes': (3, 5), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.88,0.9466666666666668,0.9066666666666666,0.9066666666666666,0.9069473684210528,0.0221496630123458,40
2.107693672180176,0.0266420336986178,0.0005091190338134,5.547729329013438e-06,relu,32,0.8,0.95,"(4, 4)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.8, 'beta_2': 0.95, 'hidden_layer_sizes': (4, 4), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.88,0.9466666666666668,0.8933333333333333,0.92,0.9069473684210528,0.0237006051119289,40
3.939027118682861,0.0970954370353561,0.0005110740661621,5.387626880833806e-06,relu,16,0.95,0.9,"(5, 3)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.95, 'beta_2': 0.9, 'hidden_layer_sizes': (5, 3), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.88,0.8933333333333333,0.92,0.9466666666666668,0.9069473684210524,0.0237006051119289,47
2.8905989646911623,0.0234641285311422,0.0005021572113037,2.6651742196048964e-06,relu,32,0.95,0.999,"(4, 4)",700,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.95, 'beta_2': 0.999, 'hidden_layer_sizes': (4, 4), 'max_iter': 700, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.8947368421052632,0.92,0.92,0.8933333333333333,0.9066666666666666,0.9069473684210524,0.0116211882355,47
2.095244455337524,0.0026862461834982,0.0005122184753417,3.852065168117659e-06,relu,32,0.9,0.9,"(2, 10)",500,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.9, 'beta_2': 0.9, 'hidden_layer_sizes': (2, 10), 'max_iter': 500, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.9078947368421052,0.88,0.96,0.8933333333333333,0.8933333333333333,0.9069122807017544,0.0279725495305513,49
2.976824235916138,0.0483106684544871,0.0005156993865966,6.119513407575828e-06,relu,32,0.95,0.95,"(6, 6)",700,100,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.95, 'beta_2': 0.95, 'hidden_layer_sizes': (6, 6), 'max_iter': 700, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.9078947368421052,0.8666666666666667,0.92,0.92,0.92,0.9069122807017544,0.0206617514185897,49
3.369860315322876,0.0119021047459457,0.0004645824432373,2.23710326554471e-05,relu,16,0.9,0.999,"(4, 4)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.9, 'beta_2': 0.999, 'hidden_layer_sizes': (4, 4), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.9078947368421052,0.8666666666666667,0.92,0.9066666666666666,0.9333333333333332,0.9069122807017544,0.0223163411605645,49
2.942623901367188,0.0107533851382501,0.0005125999450683,6.843900725558912e-06,relu,32,0.9,0.9,"(5, 3)",700,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.9, 'beta_2': 0.9, 'hidden_layer_sizes': (5, 3), 'max_iter': 700, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.9210526315789472,0.8533333333333334,0.96,0.9066666666666666,0.8933333333333333,0.9068771929824562,0.0348522626137122,52
5.703705930709839,0.0406963317514467,0.0005416870117187,1.7144931834597955e-05,relu,16,0.8,0.999,"(3, 5)",700,100,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.8, 'beta_2': 0.999, 'hidden_layer_sizes': (3, 5), 'max_iter': 700, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.9342105263157896,0.84,0.9466666666666668,0.92,0.8933333333333333,0.9068421052631578,0.0378378390262046,53
5.521127653121948,0.1073348936279597,0.000510025024414,6.1165402440782985e-06,relu,16,0.95,0.9,"(6, 2)",700,50,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.95, 'beta_2': 0.9, 'hidden_layer_sizes': (6, 2), 'max_iter': 700, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.8421052631578947,0.8933333333333333,0.9466666666666668,0.9066666666666666,0.9333333333333332,0.9044210526315788,0.0364193624324711,54
3.987934160232544,0.0886889314086843,0.0005277633666992,1.1000995977247456e-05,relu,16,0.8,0.9,"(3, 9)",500,100,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.8, 'beta_2': 0.9, 'hidden_layer_sizes': (3, 9), 'max_iter': 500, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.8552631578947368,0.8933333333333333,0.9466666666666668,0.9066666666666666,0.92,0.9043859649122808,0.0302386119627178,55
2.923341989517212,0.0279535676928004,0.0005095958709716,7.600431302439852e-06,relu,32,0.8,0.999,"(5, 7)",700,50,adam,False,"{'activation': 'relu', 'batch_size': 32, 'beta_1': 0.8, 'beta_2': 0.999, 'hidden_layer_sizes': (5, 7), 'max_iter': 700, 'n_iter_no_change': 50, 'solver': 'adam', 'verbose': False}",0.8552631578947368,0.8933333333333333,0.96,0.8933333333333333,0.92,0.9043859649122806,0.0346239526610736,56
5.480197095870972,0.0167954692552687,0.0005157470703125,4.57216969504094e-06,relu,16,0.9,0.95,"(2, 10)",700,100,adam,False,"{'activation': 'relu', 'batch_size': 16, 'beta_1': 0.9, 'beta_2': 0.95, 'hidden_layer_sizes': (2, 10), 'max_iter': 700, 'n_iter_no_change': 100, 'solver': 'adam', 'verbose': False}",0.8552631578947368,0.9333333333333332,0.9466666666666668,0.88,0.9066666666666666,0.9043859649122806,0.0335813487931196,56
